Serial Number,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
2953,6354,12403,16190,19702,22286,26228,32411
2954,18767,19570,22401,25281,25530,31061,33499
2955,5539,12786,19824,24839,30756,37028,49107
2956,50863,52934,56835,60412,59201,61880,61292
2957,1090,3502,5501,7264,10253,11974,14465
2958,2598,7237,10721,13438,16700,20538,24705
2959,2537,7217,13521,17897,24515,29227,32078
2960,159850,164762,174200,179881,215853,229329,258185
2961,12843,18169,24662,32437,46630,57978,68838
2962,7794,15976,25636,33567,41335,47245,53565
2963,8519,24076,36813,40650,48430,52119,58561
2964,4438,10756,20289,29351,37538,48395,47023
2965,4165,9018,13927,17079,42711,47478,54206
2966,3810,15147,22754,30224,48211,64221,69539
2967,1706,4838,8382,9342,11156,14008,16175
2968,3602,7004,12418,13900,16743,20605,24646
2969,7203,19248,30976,51147,57437,67808,78867
2970,1410,3165,5656,6319,7202,8025,10421
2971,6017,14866,23743,33085,66673,76186,86037
2972,4103,9271,15623,20089,23157,26249,30417
2973,2531,10723,19960,31249,40947,46131,49612
2974,24905,50819,73579,71679,93069,110335,107275
2975,3726,10753,16691,22204,26817,30312,33442
2976,6802,14002,25923,32524,42826,49930,102820
2977,6745,15798,19526,23597,30241,36609,49816
2978,11091,22112,35691,47681,70920,76043,82218
2979,2279,6904,10978,17257,20766,26524,28959
2980,5620,11090,13466,20623,26033,29100,35472
2981,6593,17621,29798,33673,61126,65946,78701
2982,10510,25580,46770,57353,69060,85780,112193
2983,8480,16682,25792,29285,34897,42334,52096
2984,4127,11223,17638,23339,28443,32617,38174
2985,2689,9075,16809,23063,36126,43802,43319
2986,2016,4618,9458,10731,15015,19561,25238
2987,11278,23411,48353,64431,80589,94112,116784
2988,2765,6959,12782,14867,21242,24978,30723
2989,11954,31390,65891,90041,122804,131916,163049
2990,11497,30110,38286,47355,60487,66943,78550
2991,2970,6100,11512,17030,24205,29262,37178
2992,18426,23564,29559,38827,40262,48951,56486
2993,14021,19406,23647,28638,33021,38599,43807
2994,6870,12429,21264,32288,39006,46889,50527
2995,2235,5785,9518,11793,14932,17193,21627
2996,3178,11465,16117,20688,23046,24760,31641
2997,50751,52178,52391,58910,64749,72828,76888
2998,18040,21941,24657,29012,35242,41086,47561
2999,6184,13291,23689,34942,49957,65796,68453
3000,4914,14207,23464,29900,36853,45773,55315
3001,4814,11529,19587,27545,37532,45579,58404
3002,6064,9673,15918,23265,28036,31452,37980
3003,8116,15242,22704,31863,41099,50216,63894
3004,5233,11247,21199,27477,58094,66996,82044
3005,45914,60454,79546,100954,118271,136012,153013
3006,13987,27612,39661,49428,60875,66978,84654
3007,4693,10580,16412,24317,29233,35141,37859
3008,2157,10032,18066,23464,29904,33223,40058
3009,647,1822,3208,5149,5592,5993,8628
3010,2239,7233,11795,21182,22919,57282,59680
3011,1466,5523,12185,14805,17776,19894,23827
3012,2025,5392,10296,12758,14004,17645,21398
3013,1161,3674,7396,10760,14939,22388,25538
3014,1486,4001,5655,6384,8067,9643,11972
3015,1524,3413,8658,10832,12936,16420,20054
3016,2864,9635,16426,23089,27864,33863,42186
3017,0,4792944,6278005,8334885,6822099,6675447,6879927
3018,1275,9474,13343,15453,20662,25406,32238
3019,2211,5223,9769,13717,16678,20340,25219
3020,1870,7001,12465,18845,25205,30061,35515
3021,604,5022,8063,10305,11399,14221,15075
3022,383,2525,4250,5134,6168,7705,9097
3023,375,2235,3957,6464,9223,10316,12279
3024,1505,7432,14885,17770,24323,27999,29548
3025,1849,15504,17904,26906,33395,36278,43715
3026,,5102,11847,18696,24017,28134,33414
3027,5128,7137,12721,18307,25192,28419,35228
3028,2655,4328,5486,7452,9027,8496,10727
3029,4213,9210,13311,17213,22599,24997,28409
3030,8861,19703,27214,31436,33338,37235,44086
3031,5028,12838,12795,16752,22429,25319,29834
3032,183,8183,18893,21629,26448,34590,41041
3033,6993,11029,16084,21162,27957,33123,41360
3034,6931,12770,20489,19694,22502,25968,30377
3035,6795,8109,14985,21924,28603,34124,38635
3036,3098,5785,8950,10138,15235,15409,16469
3037,591,5317,7290,10185,12235,14295,16687
3038,15531,22001,29598,37467,46602,53398,66260
3039,115,6707,12152,19032,26514,31312,37746
3040,759,3769,5465,9235,10136,12169,13608
3041,104,10678,65948,83237,61070,66076,74981
3042,9879,12086,16115,18681,20420,23051,25026
3043,4502,8141,10594,12933,15665,19705,26991
3044,11274,28735,62277,60207,73585,86779,95459
3045,8545,16344,24399,28449,32182,37666,41292
3046,5651,11315,19685,21945,26651,28872,32401
3047,7372,11980,19231,23459,27313,32323,39286
3048,5034,15096,23190,24046,28808,32134,41908
3049,1310,17608,32154,50149,66418,74854,82690
3050,91660,97583,111848,121895,129779,144391,156809
3051,14103,24696,33877,53240,63058,76008,85426
3052,,17663,25829,32623,45493,50451,61674
3053,,48104,71417,89943,110010,124245,138144
3054,,4716,6836,10518,15013,14332,16258
3055,,2269,3997,6014,7223,8454,18298
3056,,5125,8427,11417,13443,17146,26723
3057,,4421,8074,10082,12149,16120,19843
3058,,5428,10139,13799,20865,25756,28525
3059,,61749,69353,75140,81586,92439,101193
3060,,6419,11784,18249,20139,24839,30325
3061,,9911,25012,34060,46680,62074,75182
3062,,4183,7650,10864,13334,18844,21986
3063,,4070,11074,18719,34780,51249,87892
3064,,2837,4545,6519,25079,28929,29705
3065,,9967,18057,25522,35304,56847,65951
3066,,13696,37680,59579,78307,104299,110338
3067,,9573,20423,34540,47189,63462,76915
3068,,8501,18860,28495,38378,43044,57633
3069,,2474,5607,7881,10703,12756,15350
3070,,5586,19327,30188,43540,54498,63132
3071,,4399,11574,17463,21919,32047,38312
3072,,3921,9135,22171,20399,25611,31242
3073,,8837,25572,27073,29180,35740,39827
3074,,9221,26740,39604,46285,64682,74459
3075,,11449,19484,25092,24928,30388,39577
3076,,72907,98047,111319,113738,127067,145953
3077,,20437,26944,33864,41590,49520,64514
3078,,2797,5691,7347,10802,13204,15316
3079,,5304,10045,15617,20593,27034,34184
3080,,2860,7256,10873,14500,18033,21621
3081,,1485,2194,3200,4988,6981,8289
3082,,2004,4406,5309,8709,11219,14241
3083,,7622,21743,30417,46794,55524,69351
3084,,2571,6155,8693,11386,12872,15339
3085,,4176,9988,11553,15066,18527,22066
3086,,14970,21891,28281,37575,56683,55757
3087,,20517,21584,24194,25034,26037,33795
3088,,5862,17733,20722,27918,32697,43656
3089,,8661,24002,31218,40732,50331,63690
3090,,10333,19814,26554,36979,45369,56145
3091,,7386,37930,42885,66000,84463,115844
3092,,8770,23686,36504,54516,74443,92171
3093,,7356,14466,17684,24003,31155,36883
3094,,13711,17680,20876,26522,38755,46365
3095,,10817,22273,34229,40864,54911,48351
3096,,3339,10590,14515,19949,23957,27575
3097,,7054,19462,23811,28930,39946,47703
3098,,2562,9159,18266,24454,29957,39464
3099,,3432,9920,15264,25685,31734,38589
3100,,2124,7668,13428,17292,21692,30158
3101,,2282,4430,8242,10990,12275,13327
3102,,8675,14934,27251,37443,41906,51356
3103,,8913,21636,30495,50538,75003,100898
3104,,8428,23866,48058,53749,66037,89379
3105,,40180,53402,68376,74937,81653,95448
3106,,3443,16657,28540,44147,60709,75283
3107,,2180,11634,16081,31995,26277,40223
3108,,7085,16543,22490,37695,38918,51338
3109,,4669,11126,15804,20260,24424,31574
3110,,2709,8978,18165,19200,22492,31525
3111,,849,7496,7583,11222,12291,14802
3112,,3586,13492,26883,36440,44950,56681
3113,,5743,18237,26503,33783,39477,45021
3114,,1310,4494,7685,10817,15615,20466
3115,,2922,10976,14599,15203,19715,26904
3116,,10696,25975,39316,49839,63995,79191
3117,,1354,4251,6728,10001,11138,15041
3118,,2685,13161,20539,26696,33184,38283
3119,,1864,6277,9245,12003,16590,19941
3120,,2426,7154,8937,12718,16506,17907
3121,,4391,23960,34053,48168,67912,60870
3122,,2837,14914,22504,31202,39887,49116
3123,,1846,11539,19697,25997,36631,43595
3124,,2048,8095,10725,20477,31131,34752
3125,,1131,5991,11553,15165,19425,23296
3126,,1433,6933,10457,14168,16076,21107
3127,,9283,13296,17732,22391,24579,33742
3128,,2510,19826,28311,41592,52962,58110
3129,,4797,14431,26511,32435,43096,56279
3130,,1007,6484,10363,14414,16231,21088
3131,,1364,10974,18780,21176,27482,30749
3132,,970,10858,15551,19730,22762,27299
3133,,,18316,28793,105434,118545,146782
3134,,,26873,47371,82475,96663,127653
3135,,,7260,11025,13702,17826,21272
3136,,4516,13392,18769,20334,26763,32534
3137,,5578,11192,16482,22204,27633,35553
3138,,3678,5805,8420,11126,12144,13375
3139,,2835,11665,15968,22203,27179,36436
3140,,8108,13142,19930,24399,26226,32924
3141,,20146,40296,69308,86470,107975,131650
3142,,2612,5533,7640,10388,13927,16469
3143,,2211,5676,8521,12093,17624,16747
3144,,11487,29481,69195,82038,91187,111325
3145,,11236,18539,25828,33313,37874,48576
3146,,2229,4734,6657,9494,11120,20155
3147,,1942,7883,10469,37969,44049,48858
3148,,3334,8147,10188,14616,16133,19780
3149,,2067,5424,8267,45024,47809,51573
3150,,867,15005,12066,14331,15206,17307
3151,,7031,16685,27556,40238,51675,60588
3152,,5613,15185,24912,35168,49033,67680
3153,,4791,12875,19488,25156,32244,45699
3154,,6157,15490,20004,31147,35968,37737
3155,,2285,6444,11551,17707,20665,23983
3156,,1485,8512,16668,21617,32032,44421
3157,,4278,25803,55013,51068,68966,88347
3158,,8477,10254,13945,13621,16280,20689
3159,,4510,16036,24891,32235,43926,53297
3160,,1309,7342,10210,13763,17151,23084
3161,,3696,15105,16594,25917,29407,42768
3162,,7104,13588,16271,23860,29378,33149
3163,,1177,8672,16357,23300,32698,44916
3164,,3935,8568,11800,16187,20484,24048
3165,,1989,12517,20256,24596,33829,40845
3166,,3153,8829,15721,20728,26569,34489
3167,,3456,8274,11206,15399,20725,24853
3168,,199,12407,17919,28978,33120,41161
3169,,1524,9129,13823,20325,26059,28820
3170,,253,12715,22069,37637,41702,54506
3171,,4132,13072,19717,25101,30805,37339
3172,,2978,7600,13620,17450,27144,35804
3173,,86884,16093,18214,25025,27501,32157
3174,,4036,9788,18347,28143,39986,50630
3175,,914,7054,13870,22752,27894,35640
3176,,484,5724,11685,16886,21209,26584
3177,,152421,178586,205241,236454,235916,310976
3178,,8123,16847,26482,31435,38881,47937
3179,,19565,51030,69909,77512,86993,112629
3180,,4329,15705,22895,53994,63554,84924
3181,,3561,9731,12835,26616,23241,30216
3182,,8962,17663,27797,32700,43981,51468
3183,,11607,28947,45942,59327,77702,90773
3184,,4522,15505,21802,31508,42102,55035
3185,,4991,13806,20970,27772,40905,57293
3186,,4865,10132,12443,16143,22759,26588
3187,,4723,10212,14490,21864,24208,32459
3188,,4214,13306,17891,26517,35178,38120
3189,,5874,16066,26074,34137,40294,53551
3190,,2554,8403,13178,18670,20825,25585
3191,,6357,18343,35499,36372,44335,48990
3192,,4147,19994,33870,39051,41748,48238
3193,,6910,21065,24303,37422,53775,62169
3194,,1951,8324,12320,15088,16193,19232
3195,,3030,16659,27624,41328,50431,71111
3196,,1652,8541,18198,25459,34831,55611
3197,,3778,15290,23019,34887,43716,54270
3198,,384,9622,15766,19602,25681,30785
3199,,5176,27040,46573,59254,72406,83967
3200,,2469,25331,37496,46818,47101,57095
3201,,142,8071,13054,16081,15940,19593
3202,,6435,10395,15519,19515,23228,29666
3203,,6728,17842,27421,25474,31290,37997
3204,,3766,69370,121746,166032,223991,285027
3205,,1120,6237,20299,23761,36378,37927
3206,,143,5857,10786,16600,22582,27238
3207,,15343,24966,33914,41480,51578,59575
3208,,9220,19965,33071,41772,45049,52733
3209,,3675,11212,19353,26409,31124,36339
3210,,78,9461,14723,21290,27360,33982
3211,,120,6932,10136,14739,16815,21159
3212,,1904,13725,24348,27090,59038,105878
3213,,1253,14319,27928,44437,53843,75528
3214,,4552,19388,32388,51385,60536,78683
3215,,322436,343143,393607,407837,388120,402845
3216,,,8257,17048,22847,25477,31846
3217,,,11976,14888,15692,18560,23377
3218,,,14688,21022,29003,31118,37779
3219,,,4203,7850,11011,15604,20761
3220,,,718,2390,4592,6888,7323
3221,,,9071,17100,31202,40476,55516
3222,,,37745,44441,50008,57783,68456
3223,,,15660,18652,32787,30896,46124
3224,,,6186,10117,15386,29336,29164
3225,,,3144,6527,12031,15841,18376
3226,,,2749,4536,7244,8119,9499
3227,,,7579,11934,17310,32531,42385
3228,,,7312,10652,18461,23085,29037
3229,,,10179,16127,19368,25603,32455
3230,,,8668,13075,15802,19597,40081
3231,,,5467,14230,22224,31009,57766
3232,,,16077,24598,38770,52998,58961
3233,,,3416,7147,12340,14260,18963
3234,,,7951,14134,20403,27845,35192
3235,,,6372,12575,20435,53018,60134
3236,,,4414,13745,15617,18558,16745
3237,,,7107,12425,17334,23278,29772
3238,,,4170,7443,12889,14151,17602
3239,,,6098,9949,13346,16705,19989
3240,,,9941,20889,49061,61935,74004
3241,,,0,0,0,0,0
3242,,,3617,11017,17225,22217,27968
3243,,,12649,25721,29799,38646,49276
3244,,,8234,16094,27406,38024,69038
3245,,,0,0,0,68395,84752
3246,,,7316,15433,19577,31311,45119
3247,,,4254,8864,11723,14484,21347
3248,,,4916,11274,17078,23016,31135
3249,,,7627,14976,24762,29262,35266
3250,,,8383,39844,49214,49640,52628
3251,,,9983,18851,28700,34653,45235
3252,,,7711,12577,24114,21175,27291
3253,,,2474,6463,9513,12266,15873
3254,,,20387,37918,53133,68743,85102
3255,,,6261,9590,14707,20371,25566
3256,,,9997,18526,26680,31107,44745
3257,,,2825,8895,10833,22714,26014
3258,,,8586,10064,30715,37037,38757
3259,,,9328,16963,23140,36203,40420
3260,,,20499,30069,43266,47803,55964
3261,,,9239,17876,21159,26324,31155
3262,,,4200,6781,13761,17324,23740
3263,,,6008,9656,14153,19579,25351
3264,,,16709,30441,35141,54263,63634
3265,,,9388,19970,30437,39348,48291
3266,,,1474,3370,4591,6460,7667
3267,,,15382,24619,33882,50806,64092
3268,,,6974,15058,20311,28057,34073
3269,,,4025,8500,11563,14056,14990
3270,,,5218,10722,14242,19997,25898
3271,,,4617,9124,12867,17850,26426
3272,,,4512,9250,14878,34718,40568
3273,,,10577,17631,24662,30967,41227
3274,,,8515,15814,23943,28103,37055
3275,,,1922,17204,19422,20405,22349
3276,,,3162,8625,13957,17931,21601
3277,,,4673,12098,17160,20207,27409
3278,,,8573,17283,24063,29271,37669
3279,,,8053,19735,29161,37527,40012
3280,,,1955,4993,7500,10615,14483
3281,,,16096,28483,42251,63800,92587
3282,,,4817,11486,16220,21954,29166
3283,,,6638,16482,27050,35887,45501
3284,,,6684,11585,15102,19617,23875
3285,,,9702,21171,30125,34226,41791
3286,,,6140,18287,27169,40611,47880
3287,,,11070,25308,37872,47302,54228
3288,,,19877,22334,25931,81320,89546
3289,,,7870,15611,24841,33338,41931
3290,,,7255,13487,18153,34061,44363
3291,,,12233,25153,38401,45792,58586
3292,,,62319,98564,140816,137411,222556
3293,,,29496,35363,42575,46502,48632
3294,,,2160,5801,7912,12267,13075
3295,,,5735,19822,32215,47212,73811
3296,,,3506,6332,11166,16365,19395
3297,,,3271,9303,15855,21957,45592
3298,,,19968,41538,66705,86582,122199
3299,,,3126,9744,27161,26097,18774
3300,,,1475,4982,7697,13072,16407
3301,,,45486,63535,75193,88163,98409
3302,,,7731,17140,24672,34539,44856
3303,,,8563,10772,16084,19539,23222
3304,,,13210,24782,45574,51539,69298
3305,,,3840,12626,21191,27187,39595
3306,,,6792,18412,28279,32886,38415
3307,,,11931,19095,24873,30230,39436
3308,,,9971,24953,33186,45955,54612
3309,,,2010,4269,10331,14306,17920
3310,,,3013,8713,13209,15983,18989
3311,,,2846,7625,10861,15233,20790
3312,,,10881,23775,33796,39342,54051
3313,,,4881,15768,21248,29165,33900
3314,,,11712,27006,44188,66979,66253
3315,,,9625,24104,33059,44796,62163
3316,,,3572,12016,14093,18045,24018
3317,,,10214,36810,77245,110841,247389
3318,,,5656,66631,90905,139358,175637
3319,,,9073,28378,38356,44505,53232
3320,,,3697,13731,19139,22650,27431
3321,,,3415,10821,17621,25226,37023
3322,,,3532,15467,26312,39983,63029
3323,,,9015,21756,33175,50557,61507
3324,,,7427,20837,28136,34448,42837
3325,,,3884,10503,15284,21455,25913
3326,,,4487,27104,50496,93989,130238
3327,,,1721,8788,9477,15839,23683
3328,,,1993,6707,13144,21338,26645
3329,,,3279,9496,14137,18633,25350
3330,,,27461,40346,48851,54443,64705
3331,,,4068,16088,28593,41419,74151
3332,,,6457,25458,36124,42997,55173
3333,,,2109,13157,19255,29130,38172
3334,,,3050,10086,13645,23167,32843
3335,,,185,1418,4361,8834,15490
3336,,,2350,7895,17462,22791,31034
3337,,,573,3377,5852,9093,14385
3338,,,1161,7580,13090,13396,21591
3339,,,22823,28733,52395,58459,69087
3340,,,12044,13888,16052,17864,20146
3341,,,935,6089,13010,20736,26907
3342,,,104,6498,13711,15846,28415
3343,,,380,8679,15302,19911,27653
3344,,,283,14132,27226,38016,43527
3345,,,1568,23596,28881,36451,44572
3346,,,14832,23466,25396,28856,34173
3347,,,95,10525,16862,33084,47903
3348,,,1317,25973,55165,73859,97595
3349,,,26948,30559,37829,40368,48093
3350,,,305,13352,24042,50644,65883
3351,,,18981,21728,23791,22520,26732
3352,,,11722,12234,12652,13351,14607
3353,,,103597,112680,121010,142571,161773
3354,,,68700,78164,95025,110953,135066
3355,,,35100,39522,43940,48651,55141
3356,,,43693,47207,50872,63430,58357
3357,,,63948,73610,83283,95372,106958
3358,,,22788,33096,44802,71172,91331
3359,,,14579,31417,41298,54904,78939
3360,,,20303,35984,41713,49998,59894
3361,,,13496,21248,29391,41894,47895
3362,,,26077,33653,46909,55592,59292
3363,,,11738,16407,28986,36059,45508
3364,,,10780,14493,18242,23560,30136
3365,,,10597,16753,22118,29634,37268
3366,,,10789,22371,34269,44278,57197
3367,,,6124,9743,11998,15124,18154
3368,,,24608,36552,78222,95214,114772
3369,,,7039,12416,16340,19058,23797
3370,,,11665,18441,26064,35490,45780
3371,,,5293,11397,15995,23397,27883
3372,,,6525,15512,23709,38465,54717
3373,,,3800,6119,7947,11393,14779
3374,,,8181,13740,21594,23898,57387
3375,,,21640,27141,37429,47828,57872
3376,,,2985,9186,10718,14221,16985
3377,,,5207,7393,9689,12623,15504
3378,,,12915,21942,25903,30288,38785
3379,,,12763,27465,43187,54402,72136
3380,,,10527,31015,40214,45073,54022
3381,,,3605,6747,10550,11515,14922
3382,,,2276,4438,6451,18178,20251
3383,,,18628,24065,42352,64294,75000
3384,,,6832,10354,14913,20357,34082
3385,,,17206,32638,39583,43497,57152
3386,,,6119,12183,17842,51114,61073
3387,,,35188,36035,58686,86261,99217
3388,,,12358,20751,29888,34059,44114
3389,,,10121,19231,29326,39895,62240
3390,,,12207,19169,26640,33975,37963
3391,,,22065,34645,46750,58516,63796
3392,,,7437,15915,21626,26659,34570
3393,,,8077,12391,17383,23649,31617
3394,,,9364,24787,38392,52179,57940
3395,,,6148,12241,18425,24445,29126
3396,,,10682,19972,29170,35144,39748
3397,,,5228,11082,17399,21868,26804
3398,,,4555,11817,14857,21905,28282
3399,,,3524,7526,13215,14179,18961
3400,,,14737,25222,41584,37920,49185
3401,,,9054,16560,23395,30909,37292
3402,,,7131,15548,33832,32309,137097
3403,,,5552,10356,17088,23554,31644
3404,,,6971,14063,24304,27280,33847
3405,,,7848,14879,21634,28451,31842
3406,,,5800,13176,19932,27802,32405
3407,,,4378,11326,13546,17091,24546
3408,,,3851,9950,15707,22140,27743
3409,,,8585,21014,27077,34420,41791
3410,,,4724,10071,14884,21309,27538
3411,,,3656,10911,13568,17587,23358
3412,,,4803,12040,18904,25035,36658
3413,,,20569,28722,33961,46303,44810
3414,,,7268,13998,26890,34872,47227
3415,,,8534,15916,23300,30709,35526
3416,,,3432,7528,12757,35616,40291
3417,,,5270,13823,14979,19177,26944
3418,,,3653,9349,12230,15711,23474
3419,,,5499,9301,15762,20257,28161
3420,,,1195,2369,3177,4435,7227
3421,,,12518,29878,34154,41337,51825
3422,,,11319,25566,31402,38147,44875
3423,,,5374,12409,16943,24627,30296
3424,,,6465,8090,11482,14509,20726
3425,,,4357,12923,15682,29476,38917
3426,,,4570,10297,14451,21135,21918
3427,,,4403,7582,15487,22346,36600
3428,,,6687,12938,24807,33861,38357
3429,,,3203,6811,8240,12541,14360
3430,,,3234,7098,10660,13871,16920
3431,,,9035,21274,29815,33008,41657
3432,,,8857,15820,21277,29275,31624
3433,,,3311,7303,10175,13292,19408
3434,,,2889,6445,8045,9063,12701
3435,,,3473,8260,14296,19308,25775
3436,,,4435,13278,24387,35023,45870
3437,,,23801,40624,56879,75372,80903
3438,,,6258,13521,22051,31390,36483
3439,,,10988,23579,31527,35502,49005
3440,,,2944,7116,9861,13908,16688
3441,,,9334,19242,29055,40802,58369
3442,,,6670,14773,18450,25949,44380
3443,,,2569,5016,8134,12116,11933
3444,,,4397,9756,14005,73460,79312
3445,,,4033,6564,10334,12427,13897
3446,,,4349,7738,12246,17899,23033
3447,,,23514,37032,41166,49857,66648
3448,,,6452,16331,20997,35465,44112
3449,,,3399,11976,18735,26258,29450
3450,,,5728,14771,24059,32358,40917
3451,,,2177,12830,40734,33831,36857
3452,,,2985,8797,16283,21945,30744
3453,,,1635,8487,10384,13826,19814
3454,,,8962,26645,47758,71984,87868
3455,,,632,9711,27926,38590,34713
3456,,,3792,14748,20073,30520,45012
3457,,,2207,27543,47401,74811,104272
3458,,,132,0,0,0,0
3459,,,1068,13424,49076,60264,72749
3460,,,2038,17575,25374,36952,42901
3461,,,55,5180,13279,16930,20552
3462,,,,9948,17841,20564,26659
3463,,,,5621,12641,19378,25115
3464,,,,5818,11347,15854,20812
3465,,,,18044,40542,89745,80947
3466,,,,7593,15459,17150,26722
3467,,,,6467,14582,19943,32888
3468,,,,6578,13770,17920,27328
3469,,,,9465,9938,22729,24796
3470,,,,21055,50512,108871,116542
3471,,,,10013,23950,35241,44168
3472,,,,8083,18918,32410,43602
3473,,,,2815,6725,11979,18273
3474,,,,4630,10427,18904,33359
3475,,,,28837,44760,65429,97422
3476,,,,14359,26257,37485,53181
3477,,,,44551,57408,67550,79233
3478,,,,6604,17672,25453,37303
3479,,,,8999,21807,19094,24885
3480,,,,4597,8929,14667,19886
3481,,,,4727,12100,16582,38582
3482,,,,1813,5888,12848,18671
3483,,,,4229,7560,10320,16946
3484,,,,35970,40322,48599,53129
3485,,,,10343,18764,28671,38338
3486,,,,20173,25477,31233,45709
3487,,,,4733,10253,16429,23189
3488,,,,11966,21253,36691,44504
3489,,,,20668,39872,50257,61709
3490,,,,51560,46133,52250,58561
3491,,,,8918,22033,32229,55734
3492,,,,21986,47363,85839,166803
3493,,,,6405,14302,20440,26840
3494,,,,6939,17740,34123,37737
3495,,,,15059,31785,37108,71115
3496,,,,11354,21139,38373,56524
3497,,,,13737,22062,33002,45410
3498,,,,4016,18199,25774,39744
3499,,,,15409,31293,43883,66772
3500,,,,21044,41965,52117,63523
3501,,,,15467,8026,13853,24140
3502,,,,5776,12196,18615,124727
3503,,,,7569,15956,25836,37199
3504,,,,5966,14451,21558,42353
3505,,,,7073,16949,19910,28323
3506,,,,6318,15126,23301,34794
3507,,,,9625,18067,23068,30285
3508,,,,16903,28137,37994,46620
3509,,,,14996,34797,47926,68157
3510,,,,10969,23420,31754,41923
3511,,,,3840,12249,20868,33724
3512,,,,6479,14461,33228,35377
3513,,,,3827,8532,10353,16641
3514,,,,4604,10378,18767,39846
3515,,,,17897,23245,41130,50702
3516,,,,7010,16634,21798,30597
3517,,,,6350,13491,26024,25775
3518,,,,8404,20436,30688,40357
3519,,,,13038,31530,40837,58524
3520,,,,12065,17935,24274,33575
3521,,,,5840,23981,27507,45285
3522,,,,12069,23830,31790,37608
3523,,,,8794,18713,27683,40987
3524,,,,5580,11553,22876,35834
3525,,,,5740,11817,18308,26318
3526,,,,9013,21826,30140,54040
3527,,,,7704,23984,40595,61286
3528,,,,3100,7295,12763,18982
3529,,,,6700,14317,34673,52340
3530,,,,5473,14364,68354,83873
3531,,,,8022,18460,28342,43507
3532,,,,10232,17214,24625,33277
3533,,,,2880,5422,8375,12218
3534,,,,3245,7467,18753,30072
3535,,,,3997,11309,16630,22362
3536,,,,6303,19933,27814,38280
3537,,,,8301,18841,27592,36142
3538,,,,2448,7946,14118,21309
3539,,,,7498,19022,25548,34562
3540,,,,5328,14063,34176,40087
3541,,,,2508,8003,9822,16969
3542,,,,5441,23304,37256,44507
3543,,,,5071,206982,227638,280893
3544,,,,2467,14107,20802,31307
3545,,,,6364,32494,30447,36297
3546,,,,8286,21901,35209,44912
3547,,,,8585,21843,33003,43135
3548,,,,7498,27288,43241,57490
3549,,,,3597,8598,13344,16352
3550,,,,3481,13485,26327,36382
3551,,,,431,2380,4665,9704
3552,,,,9567,16920,20165,31833
3553,,,,1196,3282,4710,6101
3554,,,,2506,21111,27338,46634
3555,,,,979,5477,16953,17089
3556,,,,2723,16478,35912,42073
3557,,,,660,4633,10825,14974
3558,,,,8060,13843,26394,31301
3559,,,,4803,20094,38624,46918
3560,,,,1135,6198,14994,19055
3561,,,,3675,51224,66538,83243
3562,,,,562,15236,74145,98739
3563,,,,22230,32439,42442,52850
3564,,,,14161,22590,33997,43432
3565,,,,11253,18084,21519,24217
3566,,,,21748,42984,56933,73199
3567,,,,9217,20777,34977,44874
3568,,,,4919,10935,17432,24839
3569,,,,2660,11788,21879,37373
3570,,,,7830,24421,27250,39943
3571,,,,2079,10122,14294,23811
3572,,,,922,7781,13302,21526
3573,,,,4030,42899,55740,73970
3574,,,,2004,10178,14341,20592
3575,,,,5540,29162,38872,56688
3576,,,,1272,8972,15270,24667
3577,,,,655,9749,11823,14825
3578,,,,153,4257,6806,11355
3579,,,,429,12948,23801,36922
3580,,,,72,26986,48236,62500
3581,,,,183,8968,14445,23103
3582,,,,4635,12950,21925,30943
3583,,,,3993,11601,21155,31383
3584,,,,2896,7380,10743,19004
3585,,,,325,4436,7151,12757
3586,,,,7949,14357,18950,24955
3587,,,,6746,13203,28954,34254
3588,,,,10103,27285,39828,53263
3589,,,,11126,22495,32837,56235
3590,,,,28691,45360,54995,71370
3591,,,,9647,17536,25559,32285
3592,,,,5151,6772,11146,12622
3593,,,,9662,23068,28238,37608
3594,,,,9620,26592,30500,44687
3595,,,,13064,29881,40338,56355
3596,,,,5573,10207,13753,23881
3597,,,,4305,15202,26065,36138
3598,,,,7875,14893,23880,227761
3599,,,,1171,10822,17973,25982
3600,,,,1489,16738,22651,35189
3601,,,,1065,7417,11517,26339
3602,,,,2376,15131,20542,30204
3603,,,,1364,4122,8823,13556
3604,,,,3599,27598,39077,66599
3605,,,,348,7154,14848,25704
3606,,,,1184,8070,15597,26381
3607,,,,896,12367,17522,25640
3608,,,,2624,13301,18013,24991
3609,,,,458,3692,3868,10500
3610,,,,243,14961,30504,45712
3611,,,,620,10711,14491,26479
3612,,,,9745,18243,22815,29072
3613,,,,1991,5425,40823,43012
3614,,,,1758,11312,18187,28222
3615,,,,1544,30724,42042,69166
3616,,,,,37273,74870,93858
3617,,,,,3415,7455,14223
3618,,,,,15780,23671,84824
3619,,,,,13500,23161,45024
3620,,,,,8107,14459,19889
3621,,,,,14487,24120,42180
3622,,,,,6606,14241,22758
3623,,,,,5929,14170,28476
3624,,,,,12315,30443,45528
3625,,,,,7560,13636,25967
3626,,,,,11805,19046,32024
3627,,,,,1804,4974,8203
3628,,,,,1888,4752,4816
3629,,,,,7075,10643,15806
3630,,,,,1364,3183,4800
3631,,,,,9514,18086,36193
3632,,,,,2312,4335,6144
3633,,,,,5670,9551,15559
3634,,,,,684,1460,2858
3635,,,,,97818,104777,115404
